span,img_urls,ctype,index,block_num,merge_contents,doc_group,h1,h2,h3
"""('HyundaiSansTextKR', 0, 9)""",,text,,248_9,테일게이트가 닫힌 상태에서 버튼을 길게 누르면 경고음과 함께 테일게이트가 열립니다. 테일게이트가 열리는 도중에 버튼을 누르면 원하는 위치에 테일게이트를 정지할 수 있습니다.,461,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
"""('HyundaiSansTextKR', 0, 9)""",,text,,248_10,"테일게이트가 열린 상태에서 버튼을 길게 누르면 테일게이트가 닫힙니다. 테일게이트가 닫히는 도중에 버튼에서 손을 떼면, 작동을 멈추고약 5초 동안 경고음이 울립니다.또한, 스마트 키가 차량과 약 10 m 이상 멀어져도 작동을 멈추고 약 5초 동안 경고음이 울립니다.",461,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,248_11,파워 테일게이트 열림/닫힘 버튼 (외부),462,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
,./image/ioniq5_2024/248_12_img.jpeg,image,,248_12,,462,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
"""('HyundaiSansTextKR', 0, 9)""",,text,,248_13,테일게이트가 닫힌 상태에서 버튼(1)을 누르면경고음과 함께 테일게이트가 열립니다. 차량이잠긴 상태에서 테일게이트를 열려면 스마트 키를 휴대하고 버튼을 누르십시오.테일게이트가 잠겨 있지 않은 상태에서는 스마트 키를 휴대하지 않아도 버튼을 누르면 경고음과 함께 테일게이트가 열리거나 닫힙니다.,462,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,248_14,파워 테일게이트 열림/닫힘 버튼 (내부),463,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
,./image/ioniq5_2024/248_15_img.jpeg,image,,248_15,,463,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
"""('HyundaiSansTextKR', 0, 9)""",,text,,248_16,버튼을 누르면 경고음과 함께 테일게이트가 열리거나 닫힙니다.,463,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,249_0,물체 끼임 인식 기능파워 테일게이트가 작동하는 도중에 물체의 끼임이 감지되면 자동으로 작동을 멈추거나 완전히 열립니다. 다음과 같은 경우 물체 끼임 인식기능이 제대로 작동하지 않거나 불필요하게 작동할 수 있습니다.  테일게이트에 감지된 힘이 일정 수준 이하거나 거의 닫힌 상태에서 물체의 끼임이 감지된 경우 기능이 작동하지 않을 수 있습니다. 테일게이트에 강한 충격이 가해지면 장애물이 놓여 있지 않더라도 기능이 작동할 수 있습니다. ,464,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
"""('HyundaiSansTextKR', 0, 9)""",,text,,249_2,"파워 테일게이트 작동 중에 물체 끼임 인식 기능을 확인하려고 일부러 손이나 머리 등 신체의일부 또는 물건 등을 작동 범위에 두지 마십시오. 물건이나 차량이 손상될 수 있으며, 사람이부상을 입을 수 있습니다. ",464,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,249_5," 파워 테일게이트가 1회 작동하는 동안 연속적으로 물체의 끼임이 감지되면 작동이 멈출 수있습니다. 이때, 테일게이트를 수동으로 열거나 닫고, 30초 후에 파워 테일게이트를 작동하여 이상이 없는지 확인하십시오.",464,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,249_7,파워 테일게이트 설정 방법,465,5.  편의 장치,파워 테일게이트,파워 테일게이트 설정 방법
"""('HyundaiSansTextKR', 0, 9)""",,text,,249_8,파워 테일게이트의 기능이 설정된 경우에만 작동합니다. 파워 테일게이트 기능을 원하지 않을 경우에는 설정을 해제하십시오. 열림/닫힘 속도 설정하기,465,5.  편의 장치,파워 테일게이트,파워 테일게이트 설정 방법
"""('HyundaiSansTextKR', 0, 8)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,249_9,인포테인먼트 시스템의 설정 > 차량 > 도어/테일게이트 > 파워 테일게이트 열림 속도를선택한 후 원하는 열림/닫힘 속도(보통/빠르 열림 높이 설정하기,465,5.  편의 장치,파워 테일게이트,파워 테일게이트 설정 방법
"""('HyundaiSansTextKR', 0, 8)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,249_10,인포테인먼트 시스템의 설정 > 차량 > 도어/테일게이트 > 파워 테일게이트 열림 높이를선택한 후 원하는 열림 높이(완전열림/3단계/2단계/1단계/사용자 높이 설정)를 선택하십시오. 사용자 높이 설정하기 ,465,5.  편의 장치,파워 테일게이트,파워 테일게이트 설정 방법
"""('HyundaiSansTextKR', 0, 9)""",,text,,249_11,"1. 수동으로 파워 테일게이트를 설정하려는높이에 위치시키십시오.2. 알림음이 울릴 때까지 파워 테일게이트 내부 열림/닫힘 버튼을 길게 누르십시오. 열림 높이 설정이 사용자 높이 설정으로 변경되며, 테일게이트를 열 때 테일게이트가설정한 위치까지만 열립니다.",465,5.  편의 장치,파워 테일게이트,파워 테일게이트 설정 방법
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,249_13, 인포테인먼트 시스템은 업데이트로 변경될 수있습니다. 자세한 내용은 인포테인먼트 시스템또는 간편 설명서의 웹 매뉴얼을 참고하십시오.,465,5.  편의 장치,파워 테일게이트,파워 테일게이트 설정 방법
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,250_1,"  사용자 높이를 설정하지 않은 상태에서 열림높이를 사용자 높이 설정으로 선택하고 테일게이트를 열면 테일게이트가 완전히 열립니다.  열림 높이를 완전열림, 3단계, 2단계 또는 1단계로 설정한 후 사용자 높이 설정으로 변경하면 수동으로 저장한 높이로 열림 높이가설정됩니다. 사용자 프로필 정보를 변경하면 프로필에 저장된 값에 따라 파워 테일게이트 속도 및 열림 높이 설정 등 사용자 설정 값이 변경될 수있습니다.",465,5.  편의 장치,파워 테일게이트,파워 테일게이트 설정 방법
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,250_3,파워 테일게이트 초기화,466,5.  편의 장치,파워 테일게이트,파워 테일게이트 초기화
"""('HyundaiSansTextKR', 0, 9)""",,text,,250_4,다음과 같은 경우 파워 테일게이트의 잠김 위치를 확인하기 위해 테일게이트를 초기화하십시오.  방전된 배터리를 재 충전한 경우 배터리를 교체하거나 제거한 후 다시 설치한경우 관련 퓨즈를 교체하거나 제거한 후 다시 설치한 경우1. 시동을 끄거나 시동 ‘ON’상태에서 ‘P’(주차)로 변속하십시오. 2. 테일게이트 내부 열림/닫힘 버튼을 누른 상태에서 알림음이 울릴 때까지 외부 열림/닫힘 버튼을 길게 누르십시오.3. 수동으로 테일게이트를 완전히 닫으십시오.4. 테일게이트 외부 열림/닫힘 버튼을 눌러 테일게이트를 여십시오. “삐삐” 알림음과 함께테일게이트가 열립니다. 테일게이트가 완전히 열리기 전에 멈추면 초기화를 완료할 수없습니다. 테일게이트가 완전히 열릴 때까지기다리십시오.,466,5.  편의 장치,파워 테일게이트,파워 테일게이트 초기화
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,250_6, 초기화를 완료한 후 파워 테일게이트가 제대로작동하지 않으면 반드시 당사 직영 하이테크센터나 블루핸즈에서 점검을 받으십시오. ,466,5.  편의 장치,파워 테일게이트,파워 테일게이트 초기화
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,250_8,비상시 테일게이트 잠금 해제,467,5.  편의 장치,파워 테일게이트,비상시 테일게이트 잠금 해제
,./image/ioniq5_2024/250_9_img.jpeg,image,,250_9,,467,5.  편의 장치,파워 테일게이트,비상시 테일게이트 잠금 해제
"""('HyundaiSansTextKR', 0, 9)""",,text,,250_10,1. 열쇠와 같이 길고 납작한 물체를 테일게이트내부 하단에 있는 열림 장치에 넣고 걸쇠가움직이도록 화살표 방향으로 밀어 잠금을 해제하십시오. 2. 테일게이트를 밀어 여십시오.,467,5.  편의 장치,파워 테일게이트,비상시 테일게이트 잠금 해제
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,250_12," 비상 상황에 대비하여 테일게이트 잠금 해제장치의 위치 및 사용법을 숙지하십시오.  어린이가 화물칸 안에서 놀지 못하도록 주의시키며, 화물칸에 사람이나 동물을 태우지마십시오.  주행 중 테일게이트가 열리면 매우 위험합니다. 테일게이트 잠금 해제 장치를 비상시에만 사용하십시오.",467,5.  편의 장치,파워 테일게이트,비상시 테일게이트 잠금 해제
"""('HyundaiSansTextKRMedium', 13416, 14)""",,text,h2,251_0,스마트 테일게이트,468,5.  편의 장치,스마트 테일게이트,
,./image/ioniq5_2024/251_1_img.jpeg,image,,251_1,,468,5.  편의 장치,스마트 테일게이트,
"""('HyundaiSansTextKR', 0, 9)""",,text,,251_2,"스마트 키 차량에서 간단한 설정으로 테일게이트를 자동으로 열리도록 하는 장치로, 양손에짐을 휴대한 경우 편리하게 이용할 수 있습니다.",468,5.  편의 장치,스마트 테일게이트,
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,251_3,스마트 테일게이트 작동 방법 ,469,5.  편의 장치,스마트 테일게이트,스마트 테일게이트 작동 방법 
"""('HyundaiSansTextKR', 0, 9)""",,text,,251_4,모든 도어가 닫히고 잠긴 상태에서 아래 조건을모두 만족하면 테일게이트가 자동으로 열립니다. 모든 도어가 닫히고 잠긴 상태에서 약 15초이후 스마트 키를 휴대하고 테일게이트 뒤쪽 감지영역으로 약 50~100 cm 이내 접근하여 3초이상 대기 시(감지 영역으로 접근하면 비상경고등 및 경고음 작동),469,5.  편의 장치,스마트 테일게이트,스마트 테일게이트 작동 방법 
"""('HyundaiSansTextKR', 0, 9)""",,text,,251_5,1. 기능 설정시동 'ON' 상태에서 인포테인먼트 시스템의설정 > 차량 > 도어 > 스마트 테일게이트를 선택하면 스마트 테일게이트 기능이 켜집니다.,469,5.  편의 장치,스마트 테일게이트,스마트 테일게이트 작동 방법 
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,251_7, 인포테인먼트 시스템은 업데이트로 변경될수 있습니다. 자세한 내용은 인포테인먼트시스템 또는 간편 설명서의 웹 매뉴얼을 참고하십시오.,469,5.  편의 장치,스마트 테일게이트,스마트 테일게이트 작동 방법 
"""('HyundaiSansTextKR', 0, 9)""",,text,,251_9,"2. 감지, 경보스마트 키를 휴대하고 테일게이트 뒤쪽 감지영역(약 50~100 cm)으로 접근하면 비상 경고등 및 경고음이 작동합니다.",469,5.  편의 장치,스마트 테일게이트,스마트 테일게이트 작동 방법 
"""('HyundaiSansTextKR', 0, 9)""",,text,,251_11,"테일게이트를 열려는 의도가 아니라면 차량뒤쪽 감지 영역에 접근하지 마십시오. 만약,감지 영역에 의도하지 않게 접근하여 비상경고등 및 경고음이 작동하면 감지 영역 밖으로 벗어나십시오. 스마트 테일게이트 감지영역 내에 불필요하게 서 있을 경우 테일게이트가 자동으로 열립니다.",469,5.  편의 장치,스마트 테일게이트,스마트 테일게이트 작동 방법 
"""('HyundaiSansTextKR', 0, 9)""",,text,,251_13,3. 자동 열림테일게이트 열림 준비가 끝나면 테일게이트가 서서히 열립니다.,469,5.  편의 장치,스마트 테일게이트,스마트 테일게이트 작동 방법 
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,251_15,  기온이 영하로 떨어지는 경우에는 시스템의특성상 테일게이트 자동 열림이 원활하지 않을 수 있습니다.  테일게이트 자동 열림/닫힘 제어 버튼LOCK 상태(버튼이 눌린 상태)에서는 스마트 테일게이트가 작동하지 않습니다.,469,5.  편의 장치,스마트 테일게이트,스마트 테일게이트 작동 방법 
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,252_1," 주행 전에 테일게이트가 확실히 잠겼는지 확인하십시오. 테일게이트는 열릴 때 위로 올라갑니다. 테일게이트가 자동으로 열릴 때 얼굴, 머리, 차량, 벽 등에 부딪히거나 손, 발 등이 끼이지않도록 항상 주의하십시오. 경사로에 차량 주차 후 기능을 사용하면 화물 적재 공간 안의 물건이 튀어나올 수 있으며, 이는 사용자에게 부상을 입힐 수 있습니다. 세차 시 스마트 테일게이트 기능을 중지하지않고 스마트 키를 휴대한 채 차에 접근하면테일게이트가 자동으로 열릴 수 있습니다.반드시 기능을 중지한 후에 세차하시기 바랍니다. 어린이가 스마트 키를 휴대하면 스마트 테일게이트를 작동시킬 수 있습니다. 테일게이트주변 사람이나 물건이 있을 경우 신체 상해또는 차량 손상을 초래할 수 있습니다. ",469,5.  편의 장치,스마트 테일게이트,스마트 테일게이트 작동 방법 
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,252_4,"  스마트 테일게이트 기능은 모든 도어가 닫히고 잠긴 상태에서 약 15초 후에 기능이 작동합니다. 단, 사용자가 도어를 잠근 후 약 15초안에 운전석/동승석 도어 핸들에서 1.5 m 이내 서 있을 경우에는 작동하지 않습니다. (웰컴미러 적용 시) 모든 도어가 닫히고 잠긴 상태에서 약 15초안에 테일게이트 감지 영역에 스마트 키를방치하면 약 10분 후에 기능이 자동으로 해제됩니다. 차량 안에 스마트 키가 있으면 기능이 작동하지 않습니다. 차량에 충전 케이블이 연결되어 있거나, 차량이 충전 중일 경우에는 스마트 테일게이트기능이 작동하지 않습니다.",469,5.  편의 장치,스마트 테일게이트,스마트 테일게이트 작동 방법 
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,252_6,스마트 테일게이트 기능 중지 방법 ,470,5.  편의 장치,스마트 테일게이트,스마트 테일게이트 기능 중지 방법 
"""('HyundaiSansTextKR', 0, 7)""",,text,,252_7,A타입,470,5.  편의 장치,스마트 테일게이트,스마트 테일게이트 기능 중지 방법 
